E01,ROL01,PER01,A001
E3155,ROL3155,PER3155,A3155
E3156,ROL3156,PER3156,A3156
E3157,ROL3157,PER3157,A3157
E3158,ROL3158,PER3158,A3158
E3159,ROL3159,PER3159,A3159
E3160,ROL3160,PER3160,A3160
E3161,ROL3161,PER3161,A3161
E3162,ROL3162,PER3162,A3162
E3163,ROL3163,PER3163,A3163
E3164,ROL3164,PER3164,A3164
E3165,ROL3165,PER3165,A3165
E3166,ROL3166,PER3166,A3166
E3167,ROL3167,PER3167,A3167
E3168,ROL3168,PER3168,A3168
E3169,ROL3169,PER3169,A3169
E3170,ROL3170,PER3170,A3170
E3171,ROL3171,PER3171,A3171
E3172,ROL3172,PER3172,A3172
E3173,ROL3173,PER3173,A3173
E3174,ROL3174,PER3174,A3174
E3175,ROL3175,PER3175,A3175
E3176,ROL3176,PER3176,A3176
E3177,ROL3177,PER3177,A3177
E3178,ROL3178,PER3178,A3178
E3179,ROL3179,PER3179,A3179
E3180,ROL3180,PER3180,A3180
E3181,ROL3181,PER3181,A3181
E3182,ROL3182,PER3182,A3182
E3183,ROL3183,PER3183,A3183
E3184,ROL3184,PER3184,A3184
E3185,ROL3185,PER3185,A3185
E3186,ROL3186,PER3186,A3186
E3187,ROL3187,PER3187,A3187
E3188,ROL3188,PER3188,A3188
E3189,ROL3189,PER3189,A3189
E3190,ROL3190,PER3190,A3190
E3191,ROL3191,PER3191,A3191
E3192,ROL3192,PER3192,A3192
E3193,ROL3193,PER3193,A3193
E3194,ROL3194,PER3194,A3194
E3195,ROL3195,PER3195,A3195
E3196,ROL3196,PER3196,A3196
E3197,ROL3197,PER3197,A3197
E3198,ROL3198,PER3198,A3198
E3199,ROL3199,PER3199,A3199
E3200,ROL3200,PER3200,A3200
E3201,ROL3201,PER3201,A3201
E3202,ROL3202,PER3202,A3202
E3203,ROL3203,PER3203,A3203
E3204,ROL3204,PER3204,A3204
E3205,ROL3205,PER3205,A3205
E3206,ROL3206,PER3206,A3206
E3207,ROL3207,PER3207,A3207
E3208,ROL3208,PER3208,A3208
E3209,ROL3209,PER3209,A3209
E3210,ROL3210,PER3210,A3210
E3211,ROL3211,PER3211,A3211
E3212,ROL3212,PER3212,A3212
E3213,ROL3213,PER3213,A3213
E3214,ROL3214,PER3214,A3214
E3215,ROL3215,PER3215,A3215
E3216,ROL3216,PER3216,A3216
E3217,ROL3217,PER3217,A3217
E3218,ROL3218,PER3218,A3218
E3219,ROL3219,PER3219,A3219
E3220,ROL3220,PER3220,A3220
E3221,ROL3221,PER3221,A3221
E3222,ROL3222,PER3222,A3222
E3223,ROL3223,PER3223,A3223
E3224,ROL3224,PER3224,A3224
E3225,ROL3225,PER3225,A3225
E3226,ROL3226,PER3226,A3226
E3227,ROL3227,PER3227,A3227
E3228,ROL3228,PER3228,A3228
E3229,ROL3229,PER3229,A3229
E3230,ROL3230,PER3230,A3230
E3231,ROL3231,PER3231,A3231
E3232,ROL3232,PER3232,A3232
E3233,ROL3233,PER3233,A3233
E3234,ROL3234,PER3234,A3234
E3235,ROL3235,PER3235,A3235
E3236,ROL3236,PER3236,A3236
E3237,ROL3237,PER3237,A3237
E3238,ROL3238,PER3238,A3238
E3239,ROL3239,PER3239,A3239
E3240,ROL3240,PER3240,A3240
E3241,ROL3241,PER3241,A3241
E3242,ROL3242,PER3242,A3242
E3243,ROL3243,PER3243,A3243
E3244,ROL3244,PER3244,A3244
E3245,ROL3245,PER3245,A3245
E3246,ROL3246,PER3246,A3246
E3247,ROL3247,PER3247,A3247
E3248,ROL3248,PER3248,A3248
E3249,ROL3249,PER3249,A3249
E3250,ROL3250,PER3250,A3250
E3251,ROL3251,PER3251,A3251
E3252,ROL3252,PER3252,A3252
E3253,ROL3253,PER3253,A3253
E3254,ROL3254,PER3254,A3254
E3255,ROL3255,PER3255,A3255
E3256,ROL3256,PER3256,A3256
E3257,ROL3257,PER3257,A3257
E3258,ROL3258,PER3258,A3258
E3259,ROL3259,PER3259,A3259
E3260,ROL3260,PER3260,A3260
E3261,ROL3261,PER3261,A3261
E3262,ROL3262,PER3262,A3262
E3263,ROL3263,PER3263,A3263
E3264,ROL3264,PER3264,A3264
E3265,ROL3265,PER3265,A3265
E3266,ROL3266,PER3266,A3266
E3267,ROL3267,PER3267,A3267
E3268,ROL3268,PER3268,A3268
E3269,ROL3269,PER3269,A3269
E3270,ROL3270,PER3270,A3270
E3271,ROL3271,PER3271,A3271
E3272,ROL3272,PER3272,A3272
E3273,ROL3273,PER3273,A3273
E3274,ROL3274,PER3274,A3274
E3275,ROL3275,PER3275,A3275
E3276,ROL3276,PER3276,A3276
E3277,ROL3277,PER3277,A3277
E3278,ROL3278,PER3278,A3278
E3279,ROL3279,PER3279,A3279
E3280,ROL3280,PER3280,A3280
E3281,ROL3281,PER3281,A3281
E3282,ROL3282,PER3282,A3282
E3283,ROL3283,PER3283,A3283
E3284,ROL3284,PER3284,A3284
E3285,ROL3285,PER3285,A3285
E3286,ROL3286,PER3286,A3286
E3287,ROL3287,PER3287,A3287
E3288,ROL3288,PER3288,A3288
E3289,ROL3289,PER3289,A3289
E3290,ROL3290,PER3290,A3290
E3291,ROL3291,PER3291,A3291
E3292,ROL3292,PER3292,A3292
E3293,ROL3293,PER3293,A3293
E3294,ROL3294,PER3294,A3294
E3295,ROL3295,PER3295,A3295
E3296,ROL3296,PER3296,A3296
E3297,ROL3297,PER3297,A3297
E3298,ROL3298,PER3298,A3298
E3299,ROL3299,PER3299,A3299
E3300,ROL3300,PER3300,A3300
E3301,ROL3301,PER3301,A3301
E3302,ROL3302,PER3302,A3302
E3303,ROL3303,PER3303,A3303
E3304,ROL3304,PER3304,A3304
E3305,ROL3305,PER3305,A3305
E3306,ROL3306,PER3306,A3306
E3307,ROL3307,PER3307,A3307
E3308,ROL3308,PER3308,A3308
E3309,ROL3309,PER3309,A3309
E3310,ROL3310,PER3310,A3310
E3311,ROL3311,PER3311,A3311
E3312,ROL3312,PER3312,A3312
E3313,ROL3313,PER3313,A3313
E3314,ROL3314,PER3314,A3314
E3315,ROL3315,PER3315,A3315
E3316,ROL3316,PER3316,A3316
E3317,ROL3317,PER3317,A3317
E3318,ROL3318,PER3318,A3318
E3319,ROL3319,PER3319,A3319
E3320,ROL3320,PER3320,A3320
E3321,ROL3321,PER3321,A3321
E3322,ROL3322,PER3322,A3322
E3323,ROL3323,PER3323,A3323
E3324,ROL3324,PER3324,A3324
E3325,ROL3325,PER3325,A3325
E3326,ROL3326,PER3326,A3326
E3327,ROL3327,PER3327,A3327
E3328,ROL3328,PER3328,A3328
E3329,ROL3329,PER3329,A3329
E3330,ROL3330,PER3330,A3330
E3331,ROL3331,PER3331,A3331
E3332,ROL3332,PER3332,A3332
E3333,ROL3333,PER3333,A3333
E3334,ROL3334,PER3334,A3334
E3335,ROL3335,PER3335,A3335
E3336,ROL3336,PER3336,A3336
E3337,ROL3337,PER3337,A3337
E3338,ROL3338,PER3338,A3338
E3339,ROL3339,PER3339,A3339
E3340,ROL3340,PER3340,A3340
E3341,ROL3341,PER3341,A3341
E3342,ROL3342,PER3342,A3342
E3343,ROL3343,PER3343,A3343
E3344,ROL3344,PER3344,A3344
E3345,ROL3345,PER3345,A3345
E3346,ROL3346,PER3346,A3346
E3347,ROL3347,PER3347,A3347
E3348,ROL3348,PER3348,A3348
E3349,ROL3349,PER3349,A3349
E3350,ROL3350,PER3350,A3350
E3351,ROL3351,PER3351,A3351
E3352,ROL3352,PER3352,A3352
E3353,ROL3353,PER3353,A3353
E3354,ROL3354,PER3354,A3354
E3355,ROL3355,PER3355,A3355
E3356,ROL3356,PER3356,A3356
E3357,ROL3357,PER3357,A3357
E3358,ROL3358,PER3358,A3358
E3359,ROL3359,PER3359,A3359
E3360,ROL3360,PER3360,A3360
E3361,ROL3361,PER3361,A3361
E3362,ROL3362,PER3362,A3362
E3363,ROL3363,PER3363,A3363
E3364,ROL3364,PER3364,A3364
E3365,ROL3365,PER3365,A3365
E3366,ROL3366,PER3366,A3366
E3367,ROL3367,PER3367,A3367
E3368,ROL3368,PER3368,A3368
E3369,ROL3369,PER3369,A3369
E3370,ROL3370,PER3370,A3370
E3371,ROL3371,PER3371,A3371
E3372,ROL3372,PER3372,A3372
E3373,ROL3373,PER3373,A3373
E3374,ROL3374,PER3374,A3374
E3375,ROL3375,PER3375,A3375
E3376,ROL3376,PER3376,A3376
E3377,ROL3377,PER3377,A3377
E3378,ROL3378,PER3378,A3378
E3379,ROL3379,PER3379,A3379
E3380,ROL3380,PER3380,A3380
E3381,ROL3381,PER3381,A3381
E3382,ROL3382,PER3382,A3382
E3383,ROL3383,PER3383,A3383
E3384,ROL3384,PER3384,A3384
E3385,ROL3385,PER3385,A3385
E3386,ROL3386,PER3386,A3386
E3387,ROL3387,PER3387,A3387
E3388,ROL3388,PER3388,A3388
E3389,ROL3389,PER3389,A3389
E3390,ROL3390,PER3390,A3390
E3391,ROL3391,PER3391,A3391
E3392,ROL3392,PER3392,A3392
E3393,ROL3393,PER3393,A3393
E3394,ROL3394,PER3394,A3394
E3395,ROL3395,PER3395,A3395
E3396,ROL3396,PER3396,A3396
E3397,ROL3397,PER3397,A3397
E3398,ROL3398,PER3398,A3398
E3399,ROL3399,PER3399,A3399
E3400,ROL3400,PER3400,A3400
E3401,ROL3401,PER3401,A3401
E3402,ROL3402,PER3402,A3402
E3403,ROL3403,PER3403,A3403
E3404,ROL3404,PER3404,A3404
E3405,ROL3405,PER3405,A3405
E3406,ROL3406,PER3406,A3406
E3407,ROL3407,PER3407,A3407
E3408,ROL3408,PER3408,A3408
E3409,ROL3409,PER3409,A3409
E3410,ROL3410,PER3410,A3410
E3411,ROL3411,PER3411,A3411
E3412,ROL3412,PER3412,A3412
E3413,ROL3413,PER3413,A3413
E3414,ROL3414,PER3414,A3414
E3415,ROL3415,PER3415,A3415
E3416,ROL3416,PER3416,A3416
E3417,ROL3417,PER3417,A3417
E3418,ROL3418,PER3418,A3418
E3419,ROL3419,PER3419,A3419
E3420,ROL3420,PER3420,A3420
E3421,ROL3421,PER3421,A3421
E3422,ROL3422,PER3422,A3422
E3423,ROL3423,PER3423,A3423
E3424,ROL3424,PER3424,A3424
E3425,ROL3425,PER3425,A3425
E3426,ROL3426,PER3426,A3426
E3427,ROL3427,PER3427,A3427
E3428,ROL3428,PER3428,A3428
E3429,ROL3429,PER3429,A3429
E3430,ROL3430,PER3430,A3430
E3431,ROL3431,PER3431,A3431
E3432,ROL3432,PER3432,A3432
E3433,ROL3433,PER3433,A3433
E3434,ROL3434,PER3434,A3434
E3435,ROL3435,PER3435,A3435
E3436,ROL3436,PER3436,A3436
E3437,ROL3437,PER3437,A3437
E3438,ROL3438,PER3438,A3438
E3439,ROL3439,PER3439,A3439
E3440,ROL3440,PER3440,A3440
E3441,ROL3441,PER3441,A3441
E3442,ROL3442,PER3442,A3442
E3443,ROL3443,PER3443,A3443
E3444,ROL3444,PER3444,A3444
E3445,ROL3445,PER3445,A3445
E3446,ROL3446,PER3446,A3446
E3447,ROL3447,PER3447,A3447
E3448,ROL3448,PER3448,A3448
E3449,ROL3449,PER3449,A3449
E3450,ROL3450,PER3450,A3450
E3451,ROL3451,PER3451,A3451
E3452,ROL3452,PER3452,A3452
E3453,ROL3453,PER3453,A3453
E3454,ROL3454,PER3454,A3454
E3455,ROL3455,PER3455,A3455
E3456,ROL3456,PER3456,A3456
E3457,ROL3457,PER3457,A3457
E3458,ROL3458,PER3458,A3458
E3459,ROL3459,PER3459,A3459
E3460,ROL3460,PER3460,A3460
E3461,ROL3461,PER3461,A3461
E3462,ROL3462,PER3462,A3462
E3463,ROL3463,PER3463,A3463
E3464,ROL3464,PER3464,A3464
E3465,ROL3465,PER3465,A3465
E3466,ROL3466,PER3466,A3466
E3467,ROL3467,PER3467,A3467
E3468,ROL3468,PER3468,A3468
E3469,ROL3469,PER3469,A3469
E3470,ROL3470,PER3470,A3470
E3471,ROL3471,PER3471,A3471
E3472,ROL3472,PER3472,A3472
E3473,ROL3473,PER3473,A3473
E3474,ROL3474,PER3474,A3474
E3475,ROL3475,PER3475,A3475
E3476,ROL3476,PER3476,A3476
E3477,ROL3477,PER3477,A3477
E3478,ROL3478,PER3478,A3478
E3479,ROL3479,PER3479,A3479
E3480,ROL3480,PER3480,A3480
E3481,ROL3481,PER3481,A3481
E3482,ROL3482,PER3482,A3482
E3483,ROL3483,PER3483,A3483
E3484,ROL3484,PER3484,A3484
E3485,ROL3485,PER3485,A3485
E3486,ROL3486,PER3486,A3486
E3487,ROL3487,PER3487,A3487
E3488,ROL3488,PER3488,A3488
E3489,ROL3489,PER3489,A3489
E3490,ROL3490,PER3490,A3490
E3491,ROL3491,PER3491,A3491
E3492,ROL3492,PER3492,A3492
E3493,ROL3493,PER3493,A3493
E3494,ROL3494,PER3494,A3494
E3495,ROL3495,PER3495,A3495
E3496,ROL3496,PER3496,A3496
E3497,ROL3497,PER3497,A3497
E3498,ROL3498,PER3498,A3498
E3499,ROL3499,PER3499,A3499
E3500,ROL3500,PER3500,A3500
E3501,ROL3501,PER3501,A3501
E3502,ROL3502,PER3502,A3502
E3503,ROL3503,PER3503,A3503
E3504,ROL3504,PER3504,A3504
E3505,ROL3505,PER3505,A3505
E3506,ROL3506,PER3506,A3506
E3507,ROL3507,PER3507,A3507
E3508,ROL3508,PER3508,A3508
E3509,ROL3509,PER3509,A3509
E3510,ROL3510,PER3510,A3510
E3511,ROL3511,PER3511,A3511
E3512,ROL3512,PER3512,A3512
E3513,ROL3513,PER3513,A3513
E3514,ROL3514,PER3514,A3514
E3515,ROL3515,PER3515,A3515
E3516,ROL3516,PER3516,A3516
E3517,ROL3517,PER3517,A3517
E3518,ROL3518,PER3518,A3518
E3519,ROL3519,PER3519,A3519
E3520,ROL3520,PER3520,A3520
E3521,ROL3521,PER3521,A3521
E3522,ROL3522,PER3522,A3522
E3523,ROL3523,PER3523,A3523
E3524,ROL3524,PER3524,A3524
E3525,ROL3525,PER3525,A3525
E3526,ROL3526,PER3526,A3526
E3527,ROL3527,PER3527,A3527
E3528,ROL3528,PER3528,A3528
E3529,ROL3529,PER3529,A3529
E3530,ROL3530,PER3530,A3530
E3531,ROL3531,PER3531,A3531
E3532,ROL3532,PER3532,A3532
E3533,ROL3533,PER3533,A3533
E3534,ROL3534,PER3534,A3534
E3535,ROL3535,PER3535,A3535
E3536,ROL3536,PER3536,A3536
E3537,ROL3537,PER3537,A3537
E3538,ROL3538,PER3538,A3538
E3539,ROL3539,PER3539,A3539
E3540,ROL3540,PER3540,A3540
E3541,ROL3541,PER3541,A3541
E3542,ROL3542,PER3542,A3542
E3543,ROL3543,PER3543,A3543
E3544,ROL3544,PER3544,A3544
E3545,ROL3545,PER3545,A3545
E3546,ROL3546,PER3546,A3546
E3547,ROL3547,PER3547,A3547
E3548,ROL3548,PER3548,A3548
E3549,ROL3549,PER3549,A3549
E3550,ROL3550,PER3550,A3550
E3551,ROL3551,PER3551,A3551
E3552,ROL3552,PER3552,A3552
E3553,ROL3553,PER3553,A3553
E3554,ROL3554,PER3554,A3554
E3555,ROL3555,PER3555,A3555
E3556,ROL3556,PER3556,A3556
E3557,ROL3557,PER3557,A3557
E3558,ROL3558,PER3558,A3558
E3559,ROL3559,PER3559,A3559
E3560,ROL3560,PER3560,A3560
E3561,ROL3561,PER3561,A3561
E3562,ROL3562,PER3562,A3562
E3563,ROL3563,PER3563,A3563
E3564,ROL3564,PER3564,A3564
E3565,ROL3565,PER3565,A3565
E3566,ROL3566,PER3566,A3566
E3567,ROL3567,PER3567,A3567
E3568,ROL3568,PER3568,A3568
E3569,ROL3569,PER3569,A3569
E3570,ROL3570,PER3570,A3570
E3571,ROL3571,PER3571,A3571
E3572,ROL3572,PER3572,A3572
E3573,ROL3573,PER3573,A3573
E3574,ROL3574,PER3574,A3574
E3575,ROL3575,PER3575,A3575
E3576,ROL3576,PER3576,A3576
E3577,ROL3577,PER3577,A3577
E3578,ROL3578,PER3578,A3578
E3579,ROL3579,PER3579,A3579
E3580,ROL3580,PER3580,A3580
E3581,ROL3581,PER3581,A3581
E3582,ROL3582,PER3582,A3582
E3583,ROL3583,PER3583,A3583
E3584,ROL3584,PER3584,A3584
E3585,ROL3585,PER3585,A3585
E3586,ROL3586,PER3586,A3586
E3587,ROL3587,PER3587,A3587
E3588,ROL3588,PER3588,A3588
E3589,ROL3589,PER3589,A3589
E3590,ROL3590,PER3590,A3590
E3591,ROL3591,PER3591,A3591
E3592,ROL3592,PER3592,A3592
E3593,ROL3593,PER3593,A3593
E3594,ROL3594,PER3594,A3594
E3595,ROL3595,PER3595,A3595
E3596,ROL3596,PER3596,A3596
E3597,ROL3597,PER3597,A3597
E3598,ROL3598,PER3598,A3598
E3599,ROL3599,PER3599,A3599
E3600,ROL3600,PER3600,A3600
E3601,ROL3601,PER3601,A3601
E3602,ROL3602,PER3602,A3602
E3603,ROL3603,PER3603,A3603
E3604,ROL3604,PER3604,A3604
E3605,ROL3605,PER3605,A3605
E3606,ROL3606,PER3606,A3606
E3607,ROL3607,PER3607,A3607
E3608,ROL3608,PER3608,A3608
E3609,ROL3609,PER3609,A3609
E3610,ROL3610,PER3610,A3610
E3611,ROL3611,PER3611,A3611
E3612,ROL3612,PER3612,A3612
E3613,ROL3613,PER3613,A3613
E3614,ROL3614,PER3614,A3614
E3615,ROL3615,PER3615,A3615
E3616,ROL3616,PER3616,A3616
E3617,ROL3617,PER3617,A3617
E3618,ROL3618,PER3618,A3618
E3619,ROL3619,PER3619,A3619
E3620,ROL3620,PER3620,A3620
E3621,ROL3621,PER3621,A3621
E3622,ROL3622,PER3622,A3622
E3623,ROL3623,PER3623,A3623
E3624,ROL3624,PER3624,A3624
E3625,ROL3625,PER3625,A3625
E3626,ROL3626,PER3626,A3626
E3627,ROL3627,PER3627,A3627
E3628,ROL3628,PER3628,A3628
E3629,ROL3629,PER3629,A3629
E3630,ROL3630,PER3630,A3630
E3631,ROL3631,PER3631,A3631
E3632,ROL3632,PER3632,A3632
E3633,ROL3633,PER3633,A3633
E3634,ROL3634,PER3634,A3634
E3635,ROL3635,PER3635,A3635
E3636,ROL3636,PER3636,A3636
E3637,ROL3637,PER3637,A3637
E3638,ROL3638,PER3638,A3638
E3639,ROL3639,PER3639,A3639
E3640,ROL3640,PER3640,A3640
E3641,ROL3641,PER3641,A3641
E3642,ROL3642,PER3642,A3642
E3643,ROL3643,PER3643,A3643
E3644,ROL3644,PER3644,A3644
E3645,ROL3645,PER3645,A3645
E3646,ROL3646,PER3646,A3646
E3647,ROL3647,PER3647,A3647
E3648,ROL3648,PER3648,A3648
E3649,ROL3649,PER3649,A3649
E3650,ROL3650,PER3650,A3650
E3651,ROL3651,PER3651,A3651
E3652,ROL3652,PER3652,A3652
E3653,ROL3653,PER3653,A3653
E3654,ROL3654,PER3654,A3654
E3655,ROL3655,PER3655,A3655
E3656,ROL3656,PER3656,A3656
E3657,ROL3657,PER3657,A3657
E3658,ROL3658,PER3658,A3658
E3659,ROL3659,PER3659,A3659
E3660,ROL3660,PER3660,A3660
E3661,ROL3661,PER3661,A3661
E3662,ROL3662,PER3662,A3662
E3663,ROL3663,PER3663,A3663
E3664,ROL3664,PER3664,A3664
E3665,ROL3665,PER3665,A3665
E3666,ROL3666,PER3666,A3666
E3667,ROL3667,PER3667,A3667
E3668,ROL3668,PER3668,A3668
E3669,ROL3669,PER3669,A3669
E3670,ROL3670,PER3670,A3670
E3671,ROL3671,PER3671,A3671
E3672,ROL3672,PER3672,A3672
E3673,ROL3673,PER3673,A3673
E3674,ROL3674,PER3674,A3674
E3675,ROL3675,PER3675,A3675
E3676,ROL3676,PER3676,A3676
E3677,ROL3677,PER3677,A3677
E3678,ROL3678,PER3678,A3678
E3679,ROL3679,PER3679,A3679
E3680,ROL3680,PER3680,A3680
E3681,ROL3681,PER3681,A3681
E3682,ROL3682,PER3682,A3682
E3683,ROL3683,PER3683,A3683
E3684,ROL3684,PER3684,A3684
E3685,ROL3685,PER3685,A3685
E3686,ROL3686,PER3686,A3686
E3687,ROL3687,PER3687,A3687
E3688,ROL3688,PER3688,A3688
E3689,ROL3689,PER3689,A3689
E3690,ROL3690,PER3690,A3690
E3691,ROL3691,PER3691,A3691
E3692,ROL3692,PER3692,A3692
E3693,ROL3693,PER3693,A3693
E3694,ROL3694,PER3694,A3694
E3695,ROL3695,PER3695,A3695
E3696,ROL3696,PER3696,A3696
E3697,ROL3697,PER3697,A3697
E3698,ROL3698,PER3698,A3698
E3699,ROL3699,PER3699,A3699
E3700,ROL3700,PER3700,A3700
E3701,ROL3701,PER3701,A3701
E3702,ROL3702,PER3702,A3702
E3703,ROL3703,PER3703,A3703
E3704,ROL3704,PER3704,A3704
E3705,ROL3705,PER3705,A3705
E3706,ROL3706,PER3706,A3706
E3707,ROL3707,PER3707,A3707
E3708,ROL3708,PER3708,A3708
E3709,ROL3709,PER3709,A3709
E3710,ROL3710,PER3710,A3710
E3711,ROL3711,PER3711,A3711
E3712,ROL3712,PER3712,A3712
E3713,ROL3713,PER3713,A3713
E3714,ROL3714,PER3714,A3714
E3715,ROL3715,PER3715,A3715
E3716,ROL3716,PER3716,A3716
E3717,ROL3717,PER3717,A3717
E3718,ROL3718,PER3718,A3718
E3719,ROL3719,PER3719,A3719
E3720,ROL3720,PER3720,A3720
E3721,ROL3721,PER3721,A3721
E3722,ROL3722,PER3722,A3722
E3723,ROL3723,PER3723,A3723
E3724,ROL3724,PER3724,A3724
E3725,ROL3725,PER3725,A3725
E3726,ROL3726,PER3726,A3726
E3727,ROL3727,PER3727,A3727
E3728,ROL3728,PER3728,A3728
E3729,ROL3729,PER3729,A3729
E3730,ROL3730,PER3730,A3730
E3731,ROL3731,PER3731,A3731
E3732,ROL3732,PER3732,A3732
E3733,ROL3733,PER3733,A3733
E3734,ROL3734,PER3734,A3734
E3735,ROL3735,PER3735,A3735
E3736,ROL3736,PER3736,A3736
E3737,ROL3737,PER3737,A3737
E3738,ROL3738,PER3738,A3738
E3739,ROL3739,PER3739,A3739
E3740,ROL3740,PER3740,A3740
E3741,ROL3741,PER3741,A3741
E3742,ROL3742,PER3742,A3742
E3743,ROL3743,PER3743,A3743
E3744,ROL3744,PER3744,A3744
E3745,ROL3745,PER3745,A3745
E3746,ROL3746,PER3746,A3746
E3747,ROL3747,PER3747,A3747
E3748,ROL3748,PER3748,A3748
E3749,ROL3749,PER3749,A3749
E3750,ROL3750,PER3750,A3750
E3751,ROL3751,PER3751,A3751
E3752,ROL3752,PER3752,A3752
E3753,ROL3753,PER3753,A3753
E3754,ROL3754,PER3754,A3754
E3755,ROL3755,PER3755,A3755
E3756,ROL3756,PER3756,A3756
E3757,ROL3757,PER3757,A3757
E3758,ROL3758,PER3758,A3758
E3759,ROL3759,PER3759,A3759
E3760,ROL3760,PER3760,A3760
E3761,ROL3761,PER3761,A3761
E3762,ROL3762,PER3762,A3762
E3763,ROL3763,PER3763,A3763
E3764,ROL3764,PER3764,A3764
E3765,ROL3765,PER3765,A3765
E3766,ROL3766,PER3766,A3766
E3767,ROL3767,PER3767,A3767
E3768,ROL3768,PER3768,A3768
E3769,ROL3769,PER3769,A3769
E3770,ROL3770,PER3770,A3770
E3771,ROL3771,PER3771,A3771
E3772,ROL3772,PER3772,A3772
E3773,ROL3773,PER3773,A3773
E3774,ROL3774,PER3774,A3774
E3775,ROL3775,PER3775,A3775
E3776,ROL3776,PER3776,A3776
E3777,ROL3777,PER3777,A3777
E3778,ROL3778,PER3778,A3778
E3779,ROL3779,PER3779,A3779
E3780,ROL3780,PER3780,A3780
E3781,ROL3781,PER3781,A3781
E3782,ROL3782,PER3782,A3782
E3783,ROL3783,PER3783,A3783
E3784,ROL3784,PER3784,A3784
E3785,ROL3785,PER3785,A3785
E3786,ROL3786,PER3786,A3786
E3787,ROL3787,PER3787,A3787
E3788,ROL3788,PER3788,A3788
E3789,ROL3789,PER3789,A3789
E3790,ROL3790,PER3790,A3790
E3791,ROL3791,PER3791,A3791
E3792,ROL3792,PER3792,A3792
E3793,ROL3793,PER3793,A3793
E3794,ROL3794,PER3794,A3794
E3795,ROL3795,PER3795,A3795
E3796,ROL3796,PER3796,A3796
E3797,ROL3797,PER3797,A3797
E3798,ROL3798,PER3798,A3798
E3799,ROL3799,PER3799,A3799
E3800,ROL3800,PER3800,A3800
E3801,ROL3801,PER3801,A3801
E3802,ROL3802,PER3802,A3802
E3803,ROL3803,PER3803,A3803
E3804,ROL3804,PER3804,A3804
E3805,ROL3805,PER3805,A3805
E3806,ROL3806,PER3806,A3806
E3807,ROL3807,PER3807,A3807
E3808,ROL3808,PER3808,A3808
E3809,ROL3809,PER3809,A3809
E3810,ROL3810,PER3810,A3810
E3811,ROL3811,PER3811,A3811
E3812,ROL3812,PER3812,A3812
E3813,ROL3813,PER3813,A3813
E3814,ROL3814,PER3814,A3814
E3815,ROL3815,PER3815,A3815
E3816,ROL3816,PER3816,A3816
E3817,ROL3817,PER3817,A3817
E3818,ROL3818,PER3818,A3818
E3819,ROL3819,PER3819,A3819
E3820,ROL3820,PER3820,A3820
E3821,ROL3821,PER3821,A3821
E3822,ROL3822,PER3822,A3822
E3823,ROL3823,PER3823,A3823
E3824,ROL3824,PER3824,A3824
E3825,ROL3825,PER3825,A3825
E3826,ROL3826,PER3826,A3826
E3827,ROL3827,PER3827,A3827
E3828,ROL3828,PER3828,A3828
E3829,ROL3829,PER3829,A3829
E3830,ROL3830,PER3830,A3830
E3831,ROL3831,PER3831,A3831
E3832,ROL3832,PER3832,A3832
E3833,ROL3833,PER3833,A3833
E3834,ROL3834,PER3834,A3834
E3835,ROL3835,PER3835,A3835
E3836,ROL3836,PER3836,A3836
E3837,ROL3837,PER3837,A3837
E3838,ROL3838,PER3838,A3838
E3839,ROL3839,PER3839,A3839
E3840,ROL3840,PER3840,A3840
E3841,ROL3841,PER3841,A3841
E3842,ROL3842,PER3842,A3842
E3843,ROL3843,PER3843,A3843
E3844,ROL3844,PER3844,A3844
E3845,ROL3845,PER3845,A3845
E3846,ROL3846,PER3846,A3846
E3847,ROL3847,PER3847,A3847
E3848,ROL3848,PER3848,A3848
E3849,ROL3849,PER3849,A3849
E3850,ROL3850,PER3850,A3850
E3851,ROL3851,PER3851,A3851
E3852,ROL3852,PER3852,A3852
E3853,ROL3853,PER3853,A3853
E3854,ROL3854,PER3854,A3854
E3855,ROL3855,PER3855,A3855
E3856,ROL3856,PER3856,A3856
E3857,ROL3857,PER3857,A3857
E3858,ROL3858,PER3858,A3858
E3859,ROL3859,PER3859,A3859
E3860,ROL3860,PER3860,A3860
E3861,ROL3861,PER3861,A3861
E3862,ROL3862,PER3862,A3862
E3863,ROL3863,PER3863,A3863
E3864,ROL3864,PER3864,A3864
E3865,ROL3865,PER3865,A3865
E3866,ROL3866,PER3866,A3866
E3867,ROL3867,PER3867,A3867
E3868,ROL3868,PER3868,A3868
E3869,ROL3869,PER3869,A3869
E3870,ROL3870,PER3870,A3870
E3871,ROL3871,PER3871,A3871
E3872,ROL3872,PER3872,A3872
E3873,ROL3873,PER3873,A3873
E3874,ROL3874,PER3874,A3874
E3875,ROL3875,PER3875,A3875
E3876,ROL3876,PER3876,A3876
E3877,ROL3877,PER3877,A3877
E3878,ROL3878,PER3878,A3878
E3879,ROL3879,PER3879,A3879
E3880,ROL3880,PER3880,A3880
E3881,ROL3881,PER3881,A3881
E3882,ROL3882,PER3882,A3882
E3883,ROL3883,PER3883,A3883
E3884,ROL3884,PER3884,A3884
E3885,ROL3885,PER3885,A3885
E3886,ROL3886,PER3886,A3886
E3887,ROL3887,PER3887,A3887
E3888,ROL3888,PER3888,A3888
E3889,ROL3889,PER3889,A3889
E3890,ROL3890,PER3890,A3890
